 Ticker,Description,Total Revenue (FY),Gross Profit (FY),Net Income (FY),Industry
CNP,"CenterPoint Energy, Inc (Holding Co)",9321000000,2109000000,1057000000,Electric Utilities
SLNG,"Stabilis Solutions, Inc.",98823000,12465000,-3186000,Oil & Gas Production
AABB,"Asia Broadband, Inc.",1748488,1272536,-362569,Investment Banks/Brokers
FCFS,"FirstCash Holdings, Inc.",2728942000,1279256000,253495000,Finance/Rental/Leasing
JRSH,"Jerash Holdings (US), Inc.",138063309.001041,21789740.0001642,2419623.00001824,Apparel/Footwear
GLTO,"Galecto, Inc.",0,-490000,-61624000,Pharmaceuticals: Major
CHKR,Chesapeake Granite Wash Trust,15842000,14731000,12988000,Investment Trusts/Mutual Funds
DOV,Dover Corporation,8508088000,3070411000,1065376000,Industrial Machinery
RDI,Reading International Inc,203115000,-5517999.99999998,-36184000,Movies/Entertainment
SMHI,SEACOR Marine Holdings Inc.,217325000,-10617000,-71650000,Other Transportation
BLGO,"BioLargo, Inc.",5884000,2857000,-4473000,Chemicals: Specialty
LTRX,"Lantronix, Inc.",131189000,49542000,-8980000,Computer Peripherals
HLX,"Helix Energy Solutions Group, Inc.",873100000,50616000,-87784000,Oilfield Services/Equipment
META,"Meta Platforms, Inc.",116609000000,92855000000,23200000000,Internet Software/Services
MLR,"Miller Industries, Inc.",848456000,86449000,20346000,Motor Vehicles
KDP,Keurig Dr Pepper Inc.,14057000000,6851000000,1436000000,Beverages: Non-Alcoholic
GWH,"ESS Tech, Inc.",894000,-1763000,-77969000,Electrical Products
TSHA,"Taysha Gene Therapies, Inc.",2502000,15000,-166014000,Biotechnology
SMP,"Standard Motor Products, Inc.",1371815000,373239000,73042000,Automotive Aftermarket
PFSB,"PFS Bancorp, Inc.",,,,Savings Banks
ETON,"Eton Pharmaceuticals, Inc.",21251000,14318000,-9021000,Pharmaceuticals: Major
CPTP,"Capital Properties, Inc.",5075000,4153000,2042000,Real Estate Development
CFSB,"CFSB Bancorp, Inc.",11342000,,1446000,Savings Banks
ROL,"Rollins, Inc.",2695823000,1296098000,368599000,Other Consumer Services
VOYA,"Voya Financial, Inc.",5922000000,,510000000,Life/Health Insurance
PAYX,"Paychex, Inc.",5007100000,3554100000,1557300000,Data Processing Services
MEG,"Montrose Environmental Group, Inc.",544416000,145055000,-31819000,Miscellaneous Commercial Services
ETWO,"E2open Parent Holdings, Inc.",652215000,247471000,-648703000,Packaged Software
MRTN,"Marten Transport, Ltd.",1263878000,177221000,110354000,Trucking
HUBS,"HubSpot, Inc.",1730969000,1416710000,-112749000,Packaged Software
ICCH,"ICC Holdings, Inc.",69679838,,-581662,Multi-Line Insurance
OBDC,Blue Owl Capital Corporation,1207175000,900329000,466355000,Finance/Rental/Leasing
SLRN,"ACELYRIN, INC.",0,0,-64772000.00000001,Pharmaceuticals: Major
WHG,Westwood Holdings Group Inc,69588000,58344000,-4628000,Investment Managers
CNSL,"Consolidated Communications Holdings, Inc.",1191263000,344436000,-252677000,Major Telecommunications
UFCS,"United Fire Group, Inc",980051000,,15031000,Property/Casualty Insurance
OMC,Omnicom Group Inc.,14289100000,2575200000,1316500000,Advertising/Marketing Services
NDSN,Nordson Corporation,2590278000,1426536000,513102999.99999994,Industrial Machinery
DGICA,"Donegal Group, Inc.",847743259,,-1959405,Multi-Line Insurance
AZLCZ,"Aztec Land & Cattle Co., Ltd.",,,,Wholesale Distributors
LGIH,"LGI Homes, Inc.",2304455000,646600000,326567000,Homebuilding
MTRN,Materion Corporation,1756933000,331430000,85990000,Electronic Equipment/Instruments
BRDG,Bridge Investment Group Holdings Inc.,478329000,420452000,21983000,Investment Managers
LNT,Alliant Energy Corporation,4205000000,1038000000,686000000,Electric Utilities
TNC,Tennant Company,1092200000,421200000,66300000,Industrial Machinery
ENZ,"Enzo Biochem, Inc.",31061000,11566000,-62343000,Biotechnology
ED,"Consolidated Edison, Inc.",15665000000,9552000000,1660000000,Electric Utilities
SNOW,Snowflake Inc.,2065659000,1314058000,-796705000,Packaged Software
ATRA,"Atara Biotherapeutics, Inc.",63573000,49005000,-228302000,Pharmaceuticals: Major
MCBK,"Madison County Financial, Inc.",22952000,,7697000,Savings Banks
JBT,John Bean Technologies Corporation,2173400000,628600000,130699999.99999999,Industrial Machinery
ACRG,American Clean Resources Group Inc.,0,0,-1052640,Precious Metals
MVIS,"MicroVision, Inc.",664000,-1682000,-53091000,Semiconductors
DRI,"Darden Restaurants, Inc.",10487800000,1698700000,981900000,Restaurants
VOO,VANGUARD SP 500,,,,Investment Trusts/Mutual Funds
AVT,"Avnet, Inc.",26536881000,3182143000,770828000,Electronics Distributors
VVX,"V2X, Inc.",2890860000,295012000,-14330000,Miscellaneous Commercial Services
STT,State Street Corporation,12767000000,,2774000000,Investment Banks/Brokers
WAB,Westinghouse Air Brake Technologies Corporation,8362000000,2292000000,633000000,Trucks/Construction/Farm Machinery
ECVT,Ecovyst Inc.,820159000,214068000,69795000,Chemicals: Specialty
NVDA,NVIDIA Corporation,26974000000,15356000000,4368000000,Semiconductors
FHI,"Federated Hermes, Inc.",1441501000,1099281000,227668000,Investment Managers
IEX,IDEX Corporation,3181900000,1594400000,586900000,Industrial Machinery
TSLA,"Tesla, Inc.",81462000000,20853000000,12583000000,Motor Vehicles
JPM,JP Morgan Chase & Co.,157542000000,,37487000000,Major Banks
KSCP,"Knightscope, Inc.",5631000,-3545000,-25643000,Industrial Machinery
IPG,"Interpublic Group of Companies, Inc. (The)",10927800000,1570700000,938000000,Advertising/Marketing Services
PLPC,Preformed Line Products Company,637021000,200391000,54395000,Building Products
BWXT,"BWX Technologies, Inc.",2233204000,552648000,238191000,Aerospace & Defense
KVSA,Khosla Ventures Acquisition Co.,0,0,1873625,Financial Conglomerates
GNTX,Gentex Corporation,1918958043,609814185,313882295,Auto Parts: OEM
BAC,Bank of America Corporation,115546000000,,27528000000,Major Banks
LZB,La-Z-Boy Incorporated,2349433000,1008699000,150664000,Home Furnishings
PDFS,"PDF Solutions, Inc.",148549000,99372000,-3429000,Information Technology Services
ARAY,Accuray Incorporated,447605000,153960000,-9280000,Medical Specialties
BK,The Bank of New York Mellon Corporation,19923000000,,2573000000,Investment Banks/Brokers
WDFN,Woodlands Financial Services Co.,24110000,,5063000,Regional Banks
BKSY,BlackSky Technology Inc.,65349999.99999999,-6138000.00000001,-74879000,Packaged Software
CMRA,"Comera Life Sciences Holdings, Inc.",633102,422712,-18004098,Pharmaceuticals: Major
VNT,Vontier Corporation,3184400000,1353500000,401300000,Other Transportation
SSNC,"SS&C Technologies Holdings, Inc.",5283000000,2446500000,650200000,Information Technology Services
PRLD,Prelude Therapeutics Incorporated,0,-3042000,-115438000,Biotechnology
HUN,Huntsman Corporation,8023000000,1546000000,460000000,Chemicals: Major Diversified
ESQ,"Esquire Financial Holdings, Inc.",85830000,,28518000,Major Banks
VVI,Viad Corp,1127311000,69211000,18857000,Miscellaneous Commercial Services
ME,23andMe Holding Co.,299489000,97998000,-311656000,Biotechnology
PTMN,Portman Ridge Finance Corporation,37643000,19804000,-20996000,Investment Managers
STEP,StepStone Group Inc.,-51772000,-99215000,-18398000,Investment Managers
APG,APi Group Corporation,6558000000,1524000000,73000000,Engineering & Construction
AXNX,"Axonics, Inc.",273702000,188282000,-59698000,Medical Specialties
TTC,Toro Company (The),4511232000,1500549000,443342000,Trucks/Construction/Farm Machinery
PEV,Phoenix Motor Inc.,4330000,820000,-12705000,Motor Vehicles
RMCF,"Rocky Mountain Chocolate Factory, Inc.",30432352,7494845,-5680778,Food: Specialty/Candy
KKR,KKR & Co. Inc.,5288488000,886276000.000001,-841130000,Investment Managers
OPAL,OPAL Fuels Inc.,237800000,52617000,11323000,Industrial Specialties
ALLR,"Allarity Therapeutics, Inc.",0,-120000,-16058000,Pharmaceuticals: Major
ARTL,"Artelo Biosciences, Inc.",0,0,-10083000.0001011,Pharmaceuticals: Major
ABL,"Abacus Life, Inc.",0,0,-643564,Life/Health Insurance
POST,"Post Holdings, Inc.",6991000000,1756200000,301300000,Food: Specialty/Candy
NTRS,Northern Trust Corporation,7777000000,,1324200000,Investment Managers
SLGN,Silgan Holdings Inc.,6411499000,1047809000,340848000,Containers/Packaging
CLDI,"Calidi Biotherapeutics, Inc.",0,0,3530190,Biotechnology
VUZI,Vuzix Corporation,11835882,-305458,-40763573,Electronic Equipment/Instruments
GSBD,"Goldman Sachs BDC, Inc.",338773000,302478000,55003000,Investment Managers
JXN,Jackson Financial Inc.,14551000000,,5697000000,Life/Health Insurance
PDER,Pardee Resources Co.,53319846,32918794,14683926,Coal
NUTX,Nutex Health Inc.,219294306,13452382,-424780446,Medical/Nursing Services
RBBN,Ribbon Communications Inc.,819760000,371290000,-98083000,Packaged Software
PPG,"PPG Industries, Inc.",17652000000,5989000000,1026000000,Industrial Specialties
HWKN,"Hawkins, Inc.",935098000,165119000,60041000,Chemicals: Specialty
SNPO,Snap One Holdings Corp.,1123811000,381591000,-8626000,Miscellaneous Commercial Services
LIFD,LFTD Partners Inc.,57416535,20961134,7196327,Pharmaceuticals: Other
ESE,ESCO Technologies Inc.,956033000,346703000,92545000,Electronic Equipment/Instruments
SMAP,SportsMap Tech Acquisition Corp.,0,0,36861,Financial Conglomerates
FRSB,FIRST RESOURCE BANCORP INC.,21794459,,5625101,Regional Banks
VIR,"Vir Biotechnology, Inc.",1615797000,1453986000,515837000,Biotechnology
ATOS,"Atossa Therapeutics, Inc.",0,-8000,-26960000,Pharmaceuticals: Major
RHI,Robert Half Inc.,7238142000,3044984000,657919000,Personnel Services
KRT,Karat Packaging Inc.,422957000,132086000.00000001,23648000,Containers/Packaging
FI,"Fiserv, Inc.",17737000000,9747000000,2530000000,Regional Banks
AEIS,"Advanced Energy Industries, Inc.",1845422000,620206000,199660000,Electronic Production Equipment
SITS,Southern ITS International Inc.,91166,58917,-13160282,Miscellaneous Commercial Services
CMP,Compass Minerals Intl Inc,1204700000,229200000,15200000,Chemicals: Specialty
ASXC,"Asensus Surgical, Inc.",7087000,-11493000,-75561000,Medical Specialties
AMN,AMN Healthcare Services Inc,5243242000,1583677000,444050000,Personnel Services
ARCC,Ares Capital Corporation,2182000000,1715000000,600000000,Investment Managers
MCD,McDonald's Corporation,23182600000,13081600000,6177400000,Restaurants
GETR,"Getaround, Inc.",59455000,-12860000,-136065000,Other Transportation
ROST,"Ross Stores, Inc.",18695829000,4749599000,1512041000,Apparel/Footwear Retail
LAD,"Lithia Motors, Inc.",28187800000,4989200000,1251000000,Specialty Stores
NSC,Norfolk Southern Corporation,12745000000,4733000000,3268000000,Railroads
ACCO,Acco Brands Corporation,1947600000,496800000,-13200000,Office Equipment/Supplies
BMBL,Bumble Inc.,903503000,564300000,-79746000,Packaged Software
MGRC,McGrath RentCorp,733823000,321993000,115138000,Finance/Rental/Leasing
PACB,"Pacific Biosciences of California, Inc.",128304000,48855000,-314248000,Medical Specialties
PRSR,Prospector Capital Corp.,0,0,3763805,Financial Conglomerates
SEE,Sealed Air Corporation,5641900000,1725900000,491300000,Containers/Packaging
SNA,Snap-On Incorporated,4842500000,2447100000,911700000,Tools & Hardware
RGEN,Repligen Corporation,801536000,429924000,185959000,Pharmaceuticals: Major
CLF,Cleveland-Cliffs Inc.,22989000000,2262000000,1335000000,Steel
FDUS,Fidus Investment Corporation,159772000,135718000,35822000,Investment Managers
BSBK,Bogota Financial Corp.,31470147,,6876861,Savings Banks
NVAX,"Novavax, Inc.",1981872000,1079233000,-657939000,Biotechnology
WH,"Wyndham Hotels & Resorts, Inc.",1510000000,645000000,355000000,Hotels/Resorts/Cruise lines
WEL,Integrated Wellness Acquisition Corp,0,0,567541,Financial Conglomerates
FOX,Fox Corporation,14913000000,4813000000,1239000000,Broadcasting
PH,Parker-Hannifin Corporation,19065194000,6459765000,2082936000.0000005,Industrial Machinery
BCDA,"BioCardia, Inc.",1352000,975000,-11907000,Biotechnology
DXCM,"DexCom, Inc.",2909800000,1875600000,341200000,Medical Specialties
HWM,Howmet Aerospace Inc.,5663000000,1354000000,469000000,Aerospace & Defense
TAP,Molson Coors Beverage Company,10701000000,3402700000,-175300000,Beverages: Alcoholic
AFG,"American Financial Group, Inc.",6773000000,,898000000,Property/Casualty Insurance
DSGN,"Design Therapeutics, Inc.",0,-466000,-63308000,Biotechnology
AME,"AMETEK, Inc.",6150530000,2344069000,1159542000,Electrical Products
MRK,"Merck & Company, Inc.",58473000000,41267000000,14519000000,Pharmaceuticals: Major
PD,"PagerDuty, Inc.",370793000,281112000,-128423000,Packaged Software
APRE,"Aprea Therapeutics, Inc.",0,-186445.00000005,-112662027.00003,Pharmaceuticals: Major
SN,"SharkNinja, Inc.",3717366000,1387659000,232354000,Electronics/Appliances
CASS,"Cass Information Systems, Inc",187308000,179125000,34904000,Miscellaneous Commercial Services
SD,"SandRidge Energy, Inc.",254258000,179208000,242168000,Oil & Gas Production
PVBC,"Provident Bancorp, Inc.",85476000,,-21468000,Savings Banks
DHCA,DHC Acquisition Corp.,0,0,7206713,Financial Conglomerates
GOLF,Acushnet Holdings Corp.,2270336000,1161508000,199278000,Recreational Products
EMN,Eastman Chemical Company,10535000000,2056000000,793000000,Chemicals: Major Diversified
NEXT,NextDecade Corporation,0,-1272000,-60071000,Oil & Gas Production
FRSH,Freshworks Inc.,497999000,401827000,-232132000,Packaged Software
OSPN,OneSpan Inc.,219006000,142027000,-14434000,Information Technology Services
EDR,"Endeavor Group Holdings, Inc.",5268137000,2935585000,129133000.00000001,Media Conglomerates
ZOM,Zomedica Corp.,18930000.0000304,9610000.00001544,-17015000.0000273,Pharmaceuticals: Major
XYL,Xylem Inc.,5541000000,2105000000,355000000,Industrial Machinery
LLY,Eli Lilly and Company,28541400000,21911600000,6244800000,Pharmaceuticals: Major
TTSH,"Tile Shop Holdings, Inc.",394702000,208016000,15703000,Home Improvement Chains
IDEX,"Ideanomics, Inc.",100936000,-8531999.99999999,-260692000,Motor Vehicles
GNTY,"Guaranty Bancshares, Inc.",146694000,,40447000,Regional Banks
SOWG,SOW GOOD INC,428132,-154214,-12127068,Food: Specialty/Candy
LRMR,"Larimar Therapeutics, Inc.",0,-272000,-35355000,Biotechnology
ALTU,Altitude Acquisition Corp.,0,0,9342644,Financial Conglomerates
CNTY,"Century Casinos, Inc.",430529000,171984000,7976000,Casinos/Gaming
DUOL,"Duolingo, Inc.",369495000,266064000.00000003,-59574000,Packaged Software
TJX,"TJX Companies, Inc. (The)",49936000000,13670000000,3498000000,Apparel/Footwear Retail
VMC,Vulcan Materials Company (Holding Company),7315200000,1557700000,575600000,Construction Materials
LYV,"Live Nation Entertainment, Inc.",16681254000,3893754000,149216000,Movies/Entertainment
AMP,"Ameriprise Financial, Inc.",14395000000,7540000000,2559000000,Investment Banks/Brokers
MCS,Marcus Corporation (The),677394000,172365000,-11972000,Movies/Entertainment
URBN,"Urban Outfitters, Inc.",4795244000,1433633000,159699000,Apparel/Footwear Retail
WWR,"Westwater Resources, Inc.",0,-140000,-11121000,Other Metals/Minerals
IHRT,"iHeartMedia, Inc.",3912283000,1986293000,-264663000,Broadcasting
JUSH,JUSHI HOLDINGS INC. CLASS B SUBORDINATE VOTING SHARES,273019905.5765295,79475064.60469094,-194307380.5626271,Agricultural Commodities/Milling
BYD,Boyd Gaming Corporation,3555377000,1731994000,639377000,Casinos/Gaming
BOOT,"Boot Barn Holdings, Inc.",1657615000,610510000,170553000,Apparel/Footwear Retail
CTLP,"Cantaloupe, Inc.",243641000,73618000,633000,Regional Banks
PANW,"Palo Alto Networks, Inc.",6892700000,4983000000,439700000,Packaged Software
LUXH,LuxUrban Hotels Inc.,43825424,12375349,-9390353,Real Estate Development
EXAS,Exact Sciences Corporation,2084279000,1412435000,-623506000,Medical Specialties
ROK,"Rockwell Automation, Inc.",9052000000,4207100000.000001,1381500000,Electronic Equipment/Instruments
CABA,"Cabaletta Bio, Inc.",0,-3684000,-52975000,Biotechnology
AVHI,Achari Ventures Holdings Corp. I,0,0,1623367,Financial Conglomerates
BUKS,Butler National Corp.,75182000,33879000,4516000,Aerospace & Defense
VERA,"Vera Therapeutics, Inc.",0,846000,-89056000,Biotechnology
KBR,"KBR, Inc.",6564000000,828000000,189000000,Information Technology Services
ENBP,ENB Financial Corp.,69523000,,14631000,Major Banks
CDW,CDW Corporation,23748700000,4686600000,1114500000,Information Technology Services
WTRG,"Essential Utilities, Inc.",2288032000,751211000,465237000,Water Utilities
FBAK,First National Bank Alaska,184630000,,58235000,Major Banks
LDOS,"Leidos Holdings, Inc.",14396000000,2084000000,685000000,Aerospace & Defense
CHE,Chemed Corp,2134963000.0000005,705914000,249624000,Hospital/Nursing Management
DT,"Dynatrace, Inc.",1158530000,909347000,107959000,Packaged Software
EVH,"Evolent Health, Inc",1352013000,246389000,-18664000,Miscellaneous Commercial Services
TRMB,Trimble Inc.,3676300000,2059000000,449700000,Packaged Software
PSN,Parsons Corporation,4195272000,946722000,96664000,Information Technology Services
VNDA,Vanda Pharmaceuticals Inc.,254382000,228584000,6275000,Pharmaceuticals: Major
KN,Knowles Corporation,764700000,300800000,-430100000,Electronic Components
ALNY,"Alnylam Pharmaceuticals, Inc.",1037417999.9999998,868601000,-1131156000,Pharmaceuticals: Major
UNTY,"Unity Bancorp, Inc.",108784000,,38457000,Regional Banks
GBFH,GBank Financial Holdings Inc.,,,,Regional Banks
ALL,Allstate Corporation (The),51412000000,,-1311000000,Property/Casualty Insurance
EME,"EMCOR Group, Inc.",11076120000,1603594000,406122000,Engineering & Construction
